date,open,high,low,close,adj_close,volume
2009-01-01,14.6899995803833,15.510000228881836,14.34000015258789,14.4399995803833,9.225385665893556,302549200
2009-01-08,14.449999809265137,14.600000381469728,12.970000267028809,13.079999923706056,8.356514930725098,297849900
2009-01-15,13.010000228881836,13.960000038146973,12.5,13.260000228881836,8.471508026123047,285325100
2009-01-22,12.829999923706056,14.270000457763672,12.550000190734863,14.010000228881836,8.95067024230957,288109900
2009-01-29,13.850000381469728,14.5600004196167,12.75,13.880000114440918,8.867616653442383,302629200
2009-02-05,13.649999618530272,15.149999618530272,13.529999732971191,14.079999923706056,9.088055610656738,339817200
2009-02-12,13.8100004196167,14.260000228881836,13.09000015258789,13.359999656677246,8.623329162597656,244315900
2009-02-19,13.329999923706056,13.479999542236328,12.050000190734863,13.029999732971191,8.410324096679688,401078800
2009-02-26,13.31999969482422,13.600000381469728,12.140000343322754,12.760000228881836,8.236053466796875,364287200
2009-03-05,12.5600004196167,14.100000381469728,12.06999969482422,13.960000038146973,9.010604858398438,417444000
2009-03-12,14.239999771118164,15.40999984741211,13.880000114440918,15.239999771118164,9.83678913116455,380418600
2009-03-19,15.390000343322754,15.710000038146973,14.350000381469728,14.9399995803833,9.643153190612791,369346300
2009-03-26,15.229999542236328,15.890000343322754,14.479999542236328,15.029999732971191,9.70124053955078,315778900
2009-04-02,15.380000114440918,16.0,15.149999618530272,15.270000457763672,9.85615348815918,297550000
2009-04-09,15.619999885559082,16.389999389648438,15.109999656677246,15.619999885559082,10.08206272125244,348794400
2009-04-16,15.84000015258789,16.110000610351562,14.960000038146973,15.670000076293944,10.114336967468262,383061600
2009-04-23,15.68000030517578,15.789999961853027,15.039999961853027,15.350000381469728,9.907790184020996,323106900
2009-04-30,15.609999656677246,16.739999771118164,15.479999542236328,16.1200008392334,10.404792785644531,350955800
2009-05-07,16.309999465942383,16.3700008392334,15.0,15.130000114440918,9.848551750183104,403512800
2009-05-14,15.15999984741211,16.049999237060547,15.149999618530272,15.579999923706056,10.141469955444336,297115100
2009-05-21,15.359999656677246,15.859999656677246,15.0,15.460000038146973,10.063355445861816,228724300
2009-05-28,15.5600004196167,16.59000015258789,15.149999618530272,15.9399995803833,10.375802040100098,320064100
2009-06-04,15.979999542236328,16.610000610351562,15.609999656677246,16.459999084472656,10.71428680419922,268818300
2009-06-11,16.489999771118164,16.700000762939453,15.720000267028809,16.139999389648438,10.505985260009766,274699600
2009-06-18,16.15999984741211,16.31999969482422,15.609999656677246,16.100000381469727,10.479952812194824,324316300
2009-06-25,16.049999237060547,17.309999465942383,15.90999984741211,17.040000915527344,11.091825485229492,345067800
2009-07-02,16.8700008392334,16.950000762939453,15.779999732971191,15.9399995803833,10.375802040100098,252361500
2009-07-09,16.09000015258789,18.190000534057617,15.859999656677246,18.049999237060547,11.749262809753418,460285200
2009-07-16,17.940000534057617,19.280000686645508,17.940000534057617,19.13999938964844,12.458773612976074,457007800
2009-07-23,19.09000015258789,19.57999992370605,18.989999771118164,19.399999618530277,12.628011703491213,355821600
2009-07-30,19.56999969482422,19.799999237060547,18.86000061035156,18.86000061035156,12.27651023864746,259445100
2009-08-06,18.93000030517578,19.18000030517578,18.5,18.809999465942383,12.333338737487791,258903900
