date,open,high,low,close,adj_close,volume,year,month,day
2023-04-27,228.6699981689453,233.57000732421875,226.6100006103516,232.72999572753903,232.72999572753903,18756100,2023,4,27
2023-04-20,232.4600067138672,235.57000732421875,226.72000122070312,228.1499938964844,228.1499938964844,35298200,2023,4,20
2023-04-13,229.4600067138672,234.9900054931641,228.8000030517578,232.57000732421875,232.57000732421875,30891900,2023,4,13
2023-04-06,226.16000366210935,231.58999633789065,224.32000732421875,227.80999755859372,227.80999755859372,18123700,2023,4,6
2023-03-30,223.9199981689453,230.0500030517578,221.2100067138672,228.1699981689453,228.1699981689453,31382700,2023,3,30
2023-03-23,220.44000244140625,225.25,218.25,223.3000030517578,223.3000030517578,29331500,2023,3,23
2023-03-16,215.1699981689453,224.8999938964844,208.75999450683597,220.0399932861328,220.0399932861328,57965200,2023,3,16
2023-03-09,221.3999938964844,224.3699951171875,212.5,216.3699951171875,216.3699951171875,34874200,2023,3,9
2023-03-02,217.88999938964844,227.4199981689453,217.08999633789065,222.19000244140625,222.19000244140625,25914000,2023,3,2
2023-02-23,221.55999755859372,222.08999633789065,216.42999267578125,218.3600006103516,218.3600006103516,24381600,2023,2,23
2023-02-16,226.07000732421875,228.3600006103516,219.4499969482422,220.0200042724609,220.0200042724609,20284000,2023,2,16
2023-02-09,232.41000366210935,232.47999572753903,226.16000366210935,228.9199981689453,228.47250366210935,23931500,2023,2,9
2023-02-02,233.9600067138672,234.3000030517578,227.63999938964844,230.1999969482422,229.75,24857200,2023,2,2
2023-01-26,226.0,232.83999633789065,223.6699981689453,230.8999938964844,230.4486389160156,41190300,2023,1,26
2023-01-19,218.1000061035156,230.0,216.6300048828125,224.8999938964844,224.4603576660156,25570100,2023,1,19
2023-01-12,222.1000061035156,224.9900054931641,219.44000244140625,219.4600067138672,219.031005859375,21206700,2023,1,12
2023-01-05,213.8000030517578,222.38999938964844,210.4600067138672,222.1000061035156,221.6658477783203,34635400,2023,1,5
2022-12-29,205.9499969482422,213.1999969482422,205.5,212.6100006103516,212.19439697265625,18643900,2022,12,29
2022-12-22,205.75,208.52999877929688,202.1300048828125,204.9900054931641,204.58929443359372,14980400,2022,12,22
2022-12-15,209.6000061035156,211.82000732421875,203.5500030517578,206.80999755859372,206.40573120117188,37310100,2022,12,15
2022-12-08,209.50999450683597,219.97999572753903,207.5200042724609,213.32000732421875,212.90301513671875,37353300,2022,12,8
2022-12-01,217.0,218.6499938964844,205.1300048828125,207.80999755859372,207.40377807617188,39310400,2022,12,1
2022-11-24,211.7100067138672,217.0,207.3500061035156,217.0,216.5758056640625,35127900,2022,11,24
2022-11-17,207.9600067138672,214.1699981689453,205.3500061035156,211.72999572753903,211.31610107421875,32945400,2022,11,17
2022-11-10,203.08999633789065,213.72999572753903,200.0200042724609,210.13999938964844,209.72921752929688,36887400,2022,11,10
2022-11-03,198.27999877929688,204.1199951171875,193.3300018310547,193.92999267578125,193.11924743652344,40001500,2022,11,3
2022-10-27,203.32000732421875,211.5200042724609,200.5800018310547,200.9499969482422,200.10989379882807,37981500,2022,10,27
2022-10-20,186.4600067138672,206.3699951171875,185.0500030517578,203.3300018310547,202.4799652099609,47945600,2022,10,20
2022-10-13,175.0,190.19000244140625,174.60000610351562,186.41000366210935,185.6306915283203,38964100,2022,10,13
2022-10-06,186.6499938964844,188.0500030517578,178.19000244140625,178.24000549316406,177.49485778808594,26695900,2022,10,6
2022-09-29,178.8300018310547,188.82000732421875,177.60000610351562,187.6699981689453,186.8854217529297,40621100,2022,9,29
2022-09-22,186.3500061035156,187.2100067138672,174.8300018310547,179.17999267578125,178.430908203125,46825700,2022,9,22
2022-09-15,198.08999633789065,200.30999755859372,187.0,187.0200042724609,186.23814392089844,35629500,2022,9,15
2022-09-08,197.3999938964844,207.19000244140625,196.9600067138672,199.41000366210935,198.57635498046875,22926200,2022,9,8
2022-09-01,198.72000122070312,202.47999572753903,196.3999938964844,200.4199981689453,199.5821228027344,18762500,2022,9,1
2022-08-25,207.38999938964844,210.25999450683597,198.63999938964844,198.7100067138672,197.8792724609375,24508600,2022,8,25
2022-08-18,213.8699951171875,216.0,205.67999267578125,206.6699981689453,205.80599975585935,21591000,2022,8,18
2022-08-11,213.2899932861328,217.6100006103516,210.1000061035156,214.5200042724609,213.2454833984375,29840800,2022,8,11
2022-08-04,210.52999877929688,216.6300048828125,208.5500030517578,212.1000061035156,210.83987426757807,26750000,2022,8,4
2022-07-28,210.63999938964844,214.16000366210935,203.92999267578125,208.47999572753903,207.24136352539065,41024700,2022,7,28
2022-07-21,213.1499938964844,218.07000732421875,201.1999969482422,210.47000122070312,209.21954345703125,37803200,2022,7,21
2022-07-14,200.0,214.1300048828125,197.97999572753903,213.3699951171875,212.1023101806641,26887500,2022,7,14
2022-07-07,202.5399932861328,208.1199951171875,199.5,204.1499938964844,202.93707275390625,28002900,2022,7,7
